,ward,district,date_day,date_year,charge_1_type,race_WHITE HISPANIC,race_BLACK,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_AMER INDIAN / ALASKAN NATIVE,race_UNKNOWN / REFUSED
47574,24,010,14,2021,F,0,1,0,0,0,0,0
47575,28,011,14,2021,F,0,1,0,0,0,0,0
47576,6,007,14,2021,F,0,1,0,0,0,0,0
47577,41,016,14,2021,M,0,0,0,1,0,0,0
47578,29,015,14,2021,F,0,1,0,0,0,0,0
47579,2,018,14,2021,F,0,0,0,1,0,0,0
47580,24,010,14,2021,M,0,1,0,0,0,0,0
47581,17,006,14,2021,F,0,1,0,0,0,0,0
47582,17,006,14,2021,F,0,1,0,0,0,0,0
47583,28,011,14,2021,F,0,1,0,0,0,0,0
47584,17,006,14,2021,M,0,1,0,0,0,0,0
47585,21,006,14,2021,M,1,0,0,0,0,0,0
47586,8,006,14,2021,F,0,1,0,0,0,0,0
47587,28,011,14,2021,F,0,1,0,0,0,0,0
47588,42,012,14,2021,M,0,1,0,0,0,0,0
47589,36,025,14,2021,F,0,1,0,0,0,0,0
47590,28,011,14,2021,F,0,1,0,0,0,0,0
47591,28,015,14,2021,M,0,1,0,0,0,0,0
47592,42,018,14,2021,M,0,1,0,0,0,0,0
47593,24,010,14,2021,F,0,1,0,0,0,0,0
47594,45,017,14,2021,F,0,1,0,0,0,0,0
47595,24,011,14,2021,M,0,1,0,0,0,0,0
47596,17,008,14,2021,M,0,1,0,0,0,0,0
47597,17,008,14,2021,F,0,1,0,0,0,0,0
47598,49,024,14,2021,M,0,1,0,0,0,0,0
47599,5,003,14,2021,F,0,1,0,0,0,0,0
47600,42,018,14,2021,M,0,1,0,0,0,0,0
47601,11,009,14,2021,M,1,0,0,0,0,0,0
47602,37,015,14,2021,M,1,0,0,0,0,0,0
47603,5,002,14,2021,M,0,1,0,0,0,0,0
47604,9,005,14,2021,M,0,1,0,0,0,0,0
47605,28,011,14,2021,F,0,1,0,0,0,0,0
47606,16,007,14,2021,M,0,1,0,0,0,0,0
47607,21,006,14,2021,F,0,1,0,0,0,0,0
47608,6,007,14,2021,M,0,1,0,0,0,0,0
47609,27,011,14,2021,F,0,1,0,0,0,0,0
47610,24,010,14,2021,M,0,1,0,0,0,0,0
47611,36,025,14,2021,F,0,1,0,0,0,0,0
47612,2,018,12,2022,M,0,1,0,0,0,0,0
47613,26,012,12,2022,F,0,0,0,0,1,0,0
47614,24,011,20,2022,F,0,1,0,0,0,0,0
47615,31,016,12,2022,F,1,0,0,0,0,0,0
47616,31,025,12,2022,M,1,0,0,0,0,0,0
47617,24,010,12,2022,M,0,1,0,0,0,0,0
47618,36,025,12,2022,M,0,0,1,0,0,0,0
47619,9,005,12,2022,M,1,0,0,0,0,0,0
47620,25,012,12,2022,M,0,1,0,0,0,0,0
47621,22,010,12,2022,M,1,0,0,0,0,0,0
47622,8,004,12,2022,M,0,1,0,0,0,0,0
47623,36,016,15,2021,M,1,0,0,0,0,0,0
47624,37,015,12,2022,F,0,1,0,0,0,0,0
47625,2,014,12,2022,M,0,1,0,0,0,0,0
47626,6,007,12,2022,F,0,1,0,0,0,0,0
47627,33,017,12,2022,M,1,0,0,0,0,0,0
47628,21,006,20,2022,F,0,1,0,0,0,0,0
47629,29,015,20,2022,M,0,1,0,0,0,0,0
47630,3,002,20,2022,F,0,1,0,0,0,0,0
47631,25,012,20,2022,M,0,1,0,0,0,0,0
47632,3,002,20,2022,F,0,1,0,0,0,0,0
47633,8,004,20,2022,F,0,1,0,0,0,0,0
47634,9,005,20,2022,F,0,1,0,0,0,0,0
47635,26,014,20,2022,F,1,0,0,0,0,0,0
47636,28,011,20,2022,F,0,1,0,0,0,0,0
47637,37,011,20,2022,O,0,1,0,0,0,0,0
47638,8,004,20,2022,M,0,1,0,0,0,0,0
47639,24,010,15,2022,M,0,1,0,0,0,0,0
47640,25,012,13,2022,O,1,0,0,0,0,0,0
47641,25,012,13,2022,F,1,0,0,0,0,0,0
47642,25,012,13,2022,F,1,0,0,0,0,0,0
47643,34,005,27,2022,M,0,1,0,0,0,0,0
47644,2,001,27,2022,O,0,0,1,0,0,0,0
47645,2,001,27,2022,M,1,0,0,0,0,0,0
47646,42,018,27,2022,M,0,0,0,1,0,0,0
47647,24,011,27,2022,F,0,1,0,0,0,0,0
47648,37,011,27,2022,F,0,1,0,0,0,0,0
47649,37,011,27,2022,F,1,0,0,0,0,0,0
47650,15,009,27,2022,M,1,0,0,0,0,0,0
47651,40,024,27,2022,M,0,1,0,0,0,0,0
47652,9,006,27,2022,F,0,1,0,0,0,0,0
47653,28,011,27,2022,F,0,1,0,0,0,0,0
47654,35,025,27,2022,F,1,0,0,0,0,0,0
47655,25,001,27,2022,F,0,0,0,0,1,0,0
47656,6,003,27,2022,F,0,1,0,0,0,0,0
47657,18,008,27,2022,F,0,1,0,0,0,0,0
47658,17,006,15,2021,F,0,1,0,0,0,0,0
47659,31,025,15,2021,F,1,0,0,0,0,0,0
47660,17,008,15,2021,M,0,1,0,0,0,0,0
47661,12,009,15,2021,M,1,0,0,0,0,0,0
47662,16,007,15,2021,F,0,1,0,0,0,0,0
47663,35,017,15,2021,M,0,0,0,0,1,0,0
47664,27,011,13,2022,F,0,0,0,1,0,0,0
47665,27,011,13,2022,F,1,0,0,0,0,0,0
47666,27,012,21,2022,M,0,1,0,0,0,0,0
47667,41,016,27,2022,M,1,0,0,0,0,0,0
47668,27,011,15,2022,F,0,1,0,0,0,0,0
47669,3,001,27,2022,M,0,1,0,0,0,0,0
47670,19,022,15,2021,M,0,0,0,1,0,0,0
47671,19,022,15,2021,M,0,0,0,1,0,0,0
47672,27,011,15,2021,F,0,1,0,0,0,0,0
47673,20,003,15,2021,O,0,1,0,0,0,0,0
47674,16,007,15,2021,F,0,1,0,0,0,0,0
47675,42,018,15,2021,M,0,1,0,0,0,0,0
47676,42,018,15,2021,M,0,1,0,0,0,0,0
47677,42,018,15,2021,F,0,0,0,1,0,0,0
47678,47,019,15,2021,O,0,0,0,1,0,0,0
47679,47,019,24,2020,M,0,0,0,1,0,0,0
47680,17,008,15,2021,M,0,1,0,0,0,0,0
47681,25,009,15,2021,F,0,0,0,1,0,0,0
47682,21,022,15,2021,M,0,1,0,0,0,0,0
47683,29,025,15,2021,F,0,1,0,0,0,0,0
47684,12,010,15,2021,M,1,0,0,0,0,0,0
47685,28,011,15,2021,F,0,1,0,0,0,0,0
47686,42,018,15,2021,M,0,0,0,1,0,0,0
47687,24,011,15,2021,F,0,1,0,0,0,0,0
47688,5,003,15,2021,O,0,1,0,0,0,0,0
47689,10,004,15,2021,F,0,1,0,0,0,0,0
47690,33,014,15,2021,F,1,0,0,0,0,0,0
47691,15,009,15,2021,M,0,1,0,0,0,0,0
47692,27,011,15,2021,F,0,1,0,0,0,0,0
47693,21,006,15,2021,F,0,1,0,0,0,0,0
47694,28,015,15,2021,F,0,1,0,0,0,0,0
47695,16,008,13,2022,F,1,0,0,0,0,0,0
47696,28,011,15,2021,M,0,1,0,0,0,0,0
47697,37,015,15,2021,F,0,1,0,0,0,0,0
47698,17,007,15,2021,F,0,1,0,0,0,0,0
47699,30,025,15,2021,F,0,1,0,0,0,0,0
47700,34,022,15,2021,M,0,1,0,0,0,0,0
47701,28,011,15,2021,F,0,1,0,0,0,0,0
47702,44,019,15,2021,M,0,0,0,1,0,0,0
47703,5,003,15,2021,M,0,1,0,0,0,0,0
47704,20,003,15,2021,M,0,1,0,0,0,0,0
47705,1,014,15,2021,M,1,0,0,0,0,0,0
47706,37,015,15,2021,M,0,1,0,0,0,0,0
47707,6,007,15,2021,F,0,1,0,0,0,0,0
47708,27,011,15,2021,F,0,1,0,0,0,0,0
47709,9,005,15,2021,F,0,1,0,0,0,0,0
47710,28,011,15,2021,F,0,1,0,0,0,0,0
47711,30,025,15,2021,M,1,0,0,0,0,0,0
47712,27,011,15,2021,F,0,1,0,0,0,0,0
47713,26,014,15,2021,F,1,0,0,0,0,0,0
47714,8,004,15,2021,F,0,1,0,0,0,0,0
47715,13,008,15,2021,M,1,0,0,0,0,0,0
47716,24,010,15,2021,F,0,0,0,1,0,0,0
47717,49,024,15,2021,O,0,1,0,0,0,0,0
47718,14,008,27,2022,F,1,0,0,0,0,0,0
47719,1,014,27,2022,M,0,0,0,0,1,0,0
47720,22,010,27,2022,F,1,0,0,0,0,0,0
47721,27,018,27,2022,M,0,0,0,0,1,0,0
47722,27,018,27,2022,F,0,1,0,0,0,0,0
47723,27,018,27,2022,F,0,1,0,0,0,0,0
47724,27,018,27,2022,M,0,1,0,0,0,0,0
47725,40,020,27,2022,M,0,1,0,0,0,0,0
47726,33,017,27,2022,F,1,0,0,0,0,0,0
47727,5,003,27,2022,M,0,1,0,0,0,0,0
47728,42,018,27,2022,M,1,0,0,0,0,0,0
47729,41,016,27,2022,O,0,1,0,0,0,0,0
47730,17,007,27,2022,F,0,1,0,0,0,0,0
47731,17,008,27,2022,F,1,0,0,0,0,0,0
47732,34,005,27,2022,M,0,1,0,0,0,0,0
47733,24,011,27,2022,M,0,1,0,0,0,0,0
47734,15,009,27,2022,F,0,1,0,0,0,0,0
47735,15,009,27,2022,F,0,1,0,0,0,0,0
47736,5,003,27,2022,M,0,1,0,0,0,0,0
47737,40,020,27,2022,F,0,1,0,0,0,0,0
47738,4,001,27,2022,M,0,0,1,0,0,0,0
47739,6,007,27,2022,F,0,1,0,0,0,0,0
47740,6,007,27,2022,F,0,1,0,0,0,0,0
47741,10,004,27,2022,M,0,0,1,0,0,0,0
47742,6,006,27,2022,M,0,1,0,0,0,0,0
47743,50,024,27,2022,F,0,1,0,0,0,0,0
47744,24,015,27,2022,M,0,1,0,0,0,0,0
47745,31,025,27,2022,M,0,0,0,1,0,0,0
47746,34,005,27,2022,M,0,1,0,0,0,0,0
47747,30,025,27,2022,M,1,0,0,0,0,0,0
47748,26,014,15,2022,M,1,0,0,0,0,0,0
47749,4,002,15,2022,F,0,1,0,0,0,0,0
47750,42,012,15,2022,F,0,1,0,0,0,0,0
47751,17,006,27,2022,F,0,1,0,0,0,0,0
47752,17,006,27,2022,F,0,1,0,0,0,0,0
47753,17,006,27,2022,F,0,1,0,0,0,0,0
47754,8,006,27,2022,M,0,1,0,0,0,0,0
47755,41,016,27,2022,M,0,0,0,1,0,0,0
47756,31,025,27,2022,M,0,0,0,1,0,0,0
47757,37,015,27,2022,M,0,1,0,0,0,0,0
47758,37,015,27,2022,F,0,1,0,0,0,0,0
47759,31,025,27,2022,M,1,0,0,0,0,0,0
47760,48,024,27,2022,M,0,1,0,0,0,0,0
47761,31,025,13,2022,M,1,0,0,0,0,0,0
47762,31,025,13,2022,F,1,0,0,0,0,0,0
47763,8,006,13,2022,F,0,1,0,0,0,0,0
47764,5,003,11,2022,M,0,1,0,0,0,0,0
47765,22,010,13,2022,F,1,0,0,0,0,0,0
47766,3,002,13,2022,M,0,1,0,0,0,0,0
47767,28,011,13,2022,F,0,1,0,0,0,0,0
47768,27,011,13,2022,M,1,0,0,0,0,0,0
47769,7,004,13,2022,M,0,1,0,0,0,0,0
47770,36,016,13,2022,M,0,1,0,0,0,0,0
47771,16,007,13,2022,M,0,1,0,0,0,0,0
47772,5,003,13,2022,M,0,1,0,0,0,0,0
47773,28,011,13,2022,F,0,0,0,1,0,0,0
47774,44,019,13,2022,M,0,1,0,0,0,0,0
47775,44,019,13,2022,M,1,0,0,0,0,0,0
47776,36,025,13,2022,F,1,0,0,0,0,0,0
47777,31,016,13,2022,M,0,0,0,1,0,0,0
47778,35,017,13,2022,M,1,0,0,0,0,0,0
47779,28,011,13,2022,F,0,1,0,0,0,0,0
47780,24,010,13,2022,F,0,1,0,0,0,0,0
47781,32,014,13,2022,M,0,1,0,0,0,0,0
47782,28,011,13,2022,M,0,1,0,0,0,0,0
47783,24,011,13,2022,M,0,1,0,0,0,0,0
47784,23,008,13,2022,M,1,0,0,0,0,0,0
47785,7,004,13,2022,M,0,1,0,0,0,0,0
47786,28,015,13,2022,F,0,1,0,0,0,0,0
47787,28,015,13,2022,F,0,1,0,0,0,0,0
47788,47,019,16,2021,M,1,0,0,0,0,0,0
47789,37,025,13,2022,M,0,1,0,0,0,0,0
47790,49,024,13,2022,F,0,1,0,0,0,0,0
47791,49,024,17,2022,O,0,1,0,0,0,0,0
47792,24,010,13,2022,F,0,1,0,0,0,0,0
47793,4,002,13,2022,F,0,1,0,0,0,0,0
47794,9,006,13,2022,M,0,1,0,0,0,0,0
47795,8,006,13,2022,M,0,1,0,0,0,0,0
47796,27,011,13,2022,F,1,0,0,0,0,0,0
47797,50,024,13,2022,F,1,0,0,0,0,0,0
47798,8,004,13,2022,F,0,1,0,0,0,0,0
47799,3,001,13,2022,M,0,1,0,0,0,0,0
47800,3,002,13,2022,F,0,1,0,0,0,0,0
47801,28,015,13,2022,M,0,1,0,0,0,0,0
47802,44,019,13,2022,M,0,1,0,0,0,0,0
47803,46,019,13,2022,M,0,0,0,1,0,0,0
47804,6,007,16,2021,F,0,0,0,1,0,0,0
47805,28,011,16,2021,F,0,1,0,0,0,0,0
47806,8,004,16,2021,F,0,1,0,0,0,0,0
47807,24,011,16,2021,F,0,1,0,0,0,0,0
47808,3,002,16,2021,M,0,1,0,0,0,0,0
47809,27,011,16,2021,F,0,1,0,0,0,0,0
47810,28,011,16,2021,F,0,1,0,0,0,0,0
47811,28,011,16,2021,F,0,1,0,0,0,0,0
47812,41,016,16,2021,M,0,0,0,1,0,0,0
47813,37,025,16,2021,F,0,1,0,0,0,0,0
47814,1,014,16,2021,M,0,0,0,1,0,0,0
47815,39,017,16,2021,F,0,1,0,0,0,0,0
47816,40,020,16,2021,F,1,0,0,0,0,0,0
47817,9,005,16,2021,M,0,1,0,0,0,0,0
47818,21,006,16,2021,F,0,1,0,0,0,0,0
47819,28,015,16,2021,F,0,1,0,0,0,0,0
47820,12,009,16,2021,M,1,0,0,0,0,0,0
47821,22,010,16,2021,M,0,1,0,0,0,0,0
47822,28,011,16,2021,F,0,1,0,0,0,0,0
47823,30,025,16,2021,F,1,0,0,0,0,0,0
47824,6,007,16,2021,F,0,1,0,0,0,0,0
47825,14,008,16,2021,M,1,0,0,0,0,0,0
47826,17,008,16,2021,M,1,0,0,0,0,0,0
47827,3,001,16,2021,M,0,1,0,0,0,0,0
47828,49,024,16,2021,M,0,1,0,0,0,0,0
47829,30,017,16,2021,F,1,0,0,0,0,0,0
47830,24,011,16,2021,F,0,1,0,0,0,0,0
47831,47,019,16,2021,M,0,1,0,0,0,0,0
47832,17,007,16,2021,M,0,1,0,0,0,0,0
47833,9,005,15,2022,M,0,0,0,1,0,0,0
47834,9,005,15,2022,M,0,0,0,1,0,0,0
47835,16,007,16,2021,F,0,1,0,0,0,0,0
47836,28,015,16,2021,F,0,1,0,0,0,0,0
47837,44,019,16,2021,O,0,1,0,0,0,0,0
47838,47,019,16,2021,M,0,0,0,1,0,0,0
47839,21,022,15,2022,F,0,1,0,0,0,0,0
47840,37,015,16,2021,F,0,1,0,0,0,0,0
47841,21,005,16,2021,M,0,1,0,0,0,0,0
47842,40,020,16,2021,F,0,0,0,1,0,0,0
47843,28,011,16,2021,F,0,1,0,0,0,0,0
47844,15,009,16,2021,F,1,0,0,0,0,0,0
47845,37,015,13,2022,F,0,1,0,0,0,0,0
47846,21,022,16,2021,M,0,1,0,0,0,0,0
47847,17,007,16,2021,F,0,1,0,0,0,0,0
47848,9,005,16,2021,F,0,1,0,0,0,0,0
47849,20,003,16,2021,M,0,1,0,0,0,0,0
47850,28,011,16,2021,F,0,1,0,0,0,0,0
47851,6,003,16,2021,F,0,1,0,0,0,0,0
47852,17,006,16,2021,M,0,1,0,0,0,0,0
47853,17,006,16,2021,F,0,1,0,0,0,0,0
47854,28,011,16,2021,F,0,1,0,0,0,0,0
47855,8,006,16,2021,M,0,1,0,0,0,0,0
47856,28,015,16,2021,F,0,1,0,0,0,0,0
47857,17,006,16,2021,M,0,1,0,0,0,0,0
47858,17,006,16,2021,F,0,1,0,0,0,0,0
47859,27,011,16,2021,F,0,0,0,1,0,0,0
47860,46,019,16,2021,M,0,1,0,0,0,0,0
47861,28,011,16,2021,F,0,1,0,0,0,0,0
47862,5,003,16,2021,F,0,1,0,0,0,0,0
47863,37,011,16,2021,F,0,1,0,0,0,0,0
47864,3,001,16,2021,F,1,0,0,0,0,0,0
47865,21,006,16,2021,M,0,1,0,0,0,0,0
47866,24,010,16,2021,M,0,1,0,0,0,0,0
47867,28,011,16,2021,F,0,1,0,0,0,0,0
47868,27,011,16,2021,F,0,1,0,0,0,0,0
47869,1,014,16,2021,F,1,0,0,0,0,0,0
47870,6,006,16,2021,M,0,1,0,0,0,0,0
47871,37,025,13,2022,M,0,1,0,0,0,0,0
47872,49,024,13,2022,M,0,1,0,0,0,0,0
47873,4,002,15,2022,M,0,1,0,0,0,0,0
47874,28,011,13,2022,F,0,1,0,0,0,0,0
47875,44,019,13,2022,M,0,0,0,0,0,0,1
47876,17,008,13,2022,M,0,1,0,0,0,0,0
47877,44,019,13,2022,M,0,0,0,1,0,0,0
47878,29,015,13,2022,M,0,1,0,0,0,0,0
47879,35,017,13,2022,M,1,0,0,0,0,0,0
47880,49,024,13,2022,F,1,0,0,0,0,0,0
47881,12,010,13,2022,M,1,0,0,0,0,0,0
47882,1,014,13,2022,M,1,0,0,0,0,0,0
47883,12,010,13,2022,M,1,0,0,0,0,0,0
47884,30,017,13,2022,M,1,0,0,0,0,0,0
47885,36,025,13,2022,M,1,0,0,0,0,0,0
47886,7,004,13,2022,F,0,1,0,0,0,0,0
47887,27,011,13,2022,F,0,1,0,0,0,0,0
47888,48,020,13,2022,M,0,1,0,0,0,0,0
47889,48,020,13,2022,M,0,1,0,0,0,0,0
47890,27,011,17,2021,M,0,1,0,0,0,0,0
47891,49,024,15,2022,F,0,1,0,0,0,0,0
47892,28,015,21,2022,M,0,1,0,0,0,0,0
47893,25,012,27,2022,M,0,1,0,0,0,0,0
47894,21,006,15,2022,F,0,1,0,0,0,0,0
47895,4,002,15,2022,F,0,1,0,0,0,0,0
47896,3,002,15,2022,M,0,1,0,0,0,0,0
47897,42,001,15,2022,M,0,0,0,1,0,0,0
47898,7,004,15,2022,F,0,1,0,0,0,0,0
47899,7,003,15,2022,M,0,1,0,0,0,0,0
47900,40,020,15,2022,F,0,1,0,0,0,0,0
47901,9,005,15,2022,F,0,1,0,0,0,0,0
47902,20,009,15,2022,F,0,1,0,0,0,0,0
47903,42,018,15,2022,M,0,1,0,0,0,0,0
47904,28,011,15,2022,F,0,1,0,0,0,0,0
47905,28,011,15,2022,M,0,1,0,0,0,0,0
47906,28,011,15,2022,M,0,1,0,0,0,0,0
47907,28,015,15,2022,F,0,1,0,0,0,0,0
47908,34,005,15,2022,F,0,1,0,0,0,0,0
47909,3,007,15,2022,F,0,1,0,0,0,0,0
47910,29,015,15,2022,M,0,1,0,0,0,0,0
47911,24,010,15,2022,F,1,0,0,0,0,0,0
47912,27,012,15,2022,M,0,1,0,0,0,0,0
47913,28,011,15,2022,M,0,1,0,0,0,0,0
47914,7,004,15,2022,M,0,1,0,0,0,0,0
47915,20,009,15,2022,M,1,0,0,0,0,0,0
47916,35,025,27,2022,M,1,0,0,0,0,0,0
47917,21,006,15,2022,M,0,1,0,0,0,0,0
47918,28,011,15,2022,F,0,0,0,1,0,0,0
47919,16,008,15,2022,F,0,1,0,0,0,0,0
47920,27,011,21,2022,F,0,1,0,0,0,0,0
47921,26,014,21,2022,M,1,0,0,0,0,0,0
47922,49,024,21,2022,M,0,1,0,0,0,0,0
47923,26,025,21,2022,M,1,0,0,0,0,0,0
47924,49,024,21,2022,F,1,0,0,0,0,0,0
47925,49,024,21,2022,F,1,0,0,0,0,0,0
47926,27,012,21,2022,M,0,1,0,0,0,0,0
47927,8,004,21,2022,M,0,1,0,0,0,0,0
47928,21,006,21,2022,M,0,1,0,0,0,0,0
47929,49,024,21,2022,M,0,1,0,0,0,0,0
47930,3,002,21,2022,F,0,1,0,0,0,0,0
47931,31,025,21,2022,M,1,0,0,0,0,0,0
47932,24,010,21,2022,M,0,1,0,0,0,0,0
47933,38,016,21,2022,M,0,1,0,0,0,0,0
47934,48,020,21,2022,M,0,0,0,1,0,0,0
47935,6,003,21,2022,M,0,1,0,0,0,0,0
47936,6,003,21,2022,M,0,1,0,0,0,0,0
47937,9,005,21,2022,O,0,1,0,0,0,0,0
47938,9,005,21,2022,F,0,1,0,0,0,0,0
47939,28,011,21,2022,O,0,1,0,0,0,0,0
47940,6,006,21,2022,F,0,1,0,0,0,0,0
47941,7,003,21,2022,M,0,1,0,0,0,0,0
47942,48,024,21,2022,M,0,1,0,0,0,0,0
47943,49,024,21,2022,M,0,1,0,0,0,0,0
47944,9,005,21,2022,F,0,1,0,0,0,0,0
47945,37,015,21,2022,M,0,1,0,0,0,0,0
47946,29,015,21,2022,F,0,1,0,0,0,0,0
47947,34,005,21,2022,M,0,1,0,0,0,0,0
47948,34,005,21,2022,M,0,1,0,0,0,0,0
47949,14,008,21,2022,F,1,0,0,0,0,0,0
47950,6,006,21,2022,M,0,1,0,0,0,0,0
47951,24,010,21,2022,F,0,1,0,0,0,0,0
47952,10,004,21,2022,M,1,0,0,0,0,0,0
47953,17,008,21,2022,M,0,1,0,0,0,0,0
47954,7,004,21,2022,O,0,1,0,0,0,0,0
47955,39,017,21,2022,F,1,0,0,0,0,0,0
47956,6,006,21,2022,M,0,1,0,0,0,0,0
47957,24,010,21,2022,F,0,1,0,0,0,0,0
47958,43,018,21,2022,M,0,1,0,0,0,0,0
47959,35,025,21,2022,M,1,0,0,0,0,0,0
47960,42,001,21,2022,O,0,1,0,0,0,0,0
47961,27,011,21,2022,M,0,1,0,0,0,0,0
47962,13,008,17,2021,M,0,1,0,0,0,0,0
47963,25,012,17,2021,M,0,1,0,0,0,0,0
47964,27,012,17,2021,F,0,1,0,0,0,0,0
47965,28,011,17,2021,F,0,1,0,0,0,0,0
47966,3,007,17,2021,O,0,1,0,0,0,0,0
47967,49,024,17,2021,M,0,0,0,1,0,0,0
47968,42,001,17,2021,F,0,1,0,0,0,0,0
47969,28,011,17,2021,F,0,1,0,0,0,0,0
47970,27,011,17,2021,F,0,1,0,0,0,0,0
47971,27,011,17,2021,F,0,1,0,0,0,0,0
47972,20,003,17,2021,M,0,1,0,0,0,0,0
47973,23,008,17,2021,M,1,0,0,0,0,0,0
47974,34,022,17,2021,M,0,1,0,0,0,0,0
47975,9,005,17,2021,F,1,0,0,0,0,0,0
47976,35,017,17,2021,M,0,0,0,1,0,0,0
47977,4,002,17,2021,F,0,1,0,0,0,0,0
47978,4,002,17,2021,F,0,1,0,0,0,0,0
47979,17,008,17,2021,F,0,1,0,0,0,0,0
47980,17,008,17,2021,F,0,1,0,0,0,0,0
47981,24,010,17,2021,M,0,1,0,0,0,0,0
47982,33,017,17,2021,F,0,1,0,0,0,0,0
47983,28,011,17,2021,F,0,1,0,0,0,0,0
47984,28,011,17,2021,F,0,0,0,1,0,0,0
47985,4,001,17,2021,M,0,1,0,0,0,0,0
47986,44,019,17,2021,M,0,0,0,1,0,0,0
47987,9,005,17,2021,M,0,1,0,0,0,0,0
47988,42,018,17,2021,M,0,1,0,0,0,0,0
47989,24,010,17,2021,F,0,1,0,0,0,0,0
47990,21,006,17,2021,F,0,1,0,0,0,0,0
47991,21,006,17,2021,F,0,1,0,0,0,0,0
47992,21,022,17,2021,M,0,1,0,0,0,0,0
47993,6,003,17,2021,F,0,1,0,0,0,0,0
47994,28,011,17,2021,F,0,1,0,0,0,0,0
47995,27,012,17,2021,M,0,1,0,0,0,0,0
47996,6,006,17,2021,M,0,1,0,0,0,0,0
47997,32,014,17,2021,M,1,0,0,0,0,0,0
47998,15,007,17,2021,O,0,1,0,0,0,0,0
47999,28,011,17,2021,M,0,1,0,0,0,0,0
48000,28,011,17,2021,F,0,1,0,0,0,0,0
48001,44,019,17,2021,M,0,1,0,0,0,0,0
48002,10,004,17,2021,M,0,1,0,0,0,0,0
48003,6,006,17,2021,M,0,1,0,0,0,0,0
48004,24,010,17,2021,F,0,1,0,0,0,0,0
48005,40,020,17,2021,M,0,1,0,0,0,0,0
48006,49,024,17,2021,M,0,1,0,0,0,0,0
48007,40,020,17,2021,F,1,0,0,0,0,0,0
48008,40,020,17,2021,F,1,0,0,0,0,0,0
48009,18,008,17,2021,M,1,0,0,0,0,0,0
48010,28,011,17,2021,M,0,1,0,0,0,0,0
48011,34,022,17,2021,F,0,1,0,0,0,0,0
48012,29,025,17,2021,F,0,0,0,1,0,0,0
48013,8,006,14,2022,M,0,1,0,0,0,0,0
48014,25,001,17,2021,F,0,1,0,0,0,0,0
48015,1,014,17,2021,M,1,0,0,0,0,0,0
48016,24,010,17,2021,F,0,1,0,0,0,0,0
48017,28,011,17,2021,F,0,1,0,0,0,0,0
48018,28,011,17,2021,M,0,1,0,0,0,0,0
48019,27,011,17,2021,F,1,0,0,0,0,0,0
48020,28,011,17,2021,F,0,1,0,0,0,0,0
48021,14,009,17,2021,F,1,0,0,0,0,0,0
48022,7,004,17,2021,O,0,1,0,0,0,0,0
48023,20,009,17,2021,M,0,1,0,0,0,0,0
48024,24,011,17,2021,F,0,1,0,0,0,0,0
48025,24,011,17,2021,F,0,1,0,0,0,0,0
48026,27,011,17,2021,F,0,1,0,0,0,0,0
48027,27,011,17,2021,F,0,0,0,1,0,0,0
48028,34,022,17,2021,F,0,1,0,0,0,0,0
48029,37,011,17,2021,M,1,0,0,0,0,0,0
48030,11,012,17,2021,F,0,1,0,0,0,0,0
48031,48,020,17,2021,M,0,1,0,0,0,0,0
48032,26,014,17,2021,M,1,0,0,0,0,0,0
48033,26,014,17,2021,M,0,1,0,0,0,0,0
48034,29,015,14,2022,M,0,1,0,0,0,0,0
48035,42,001,21,2022,M,0,1,0,0,0,0,0
48036,42,001,21,2022,M,1,0,0,0,0,0,0
48037,5,003,21,2022,F,0,1,0,0,0,0,0
48038,6,003,21,2022,M,0,1,0,0,0,0,0
48039,4,001,21,2022,M,0,0,0,1,0,0,0
48040,22,010,21,2022,F,1,0,0,0,0,0,0
48041,27,018,21,2022,F,0,1,0,0,0,0,0
48042,27,018,21,2022,F,0,1,0,0,0,0,0
48043,7,004,21,2022,F,0,1,0,0,0,0,0
48044,6,006,21,2022,M,1,0,0,0,0,0,0
48045,12,009,21,2022,M,1,0,0,0,0,0,0
48046,8,006,14,2022,F,0,1,0,0,0,0,0
48047,8,003,14,2022,M,0,1,0,0,0,0,0
48048,9,005,14,2022,F,0,1,0,0,0,0,0
48049,8,004,14,2022,F,0,1,0,0,0,0,0
48050,42,001,14,2022,F,0,1,0,0,0,0,0
48051,8,004,14,2022,M,0,1,0,0,0,0,0
48052,46,019,14,2022,M,0,0,0,1,0,0,0
48053,7,004,14,2022,M,1,0,0,0,0,0,0
48054,7,004,14,2022,F,0,1,0,0,0,0,0
48055,5,003,14,2022,F,0,1,0,0,0,0,0
48056,27,018,14,2022,F,0,1,0,0,0,0,0
48057,42,018,14,2022,M,0,0,0,1,0,0,0
48058,20,009,14,2022,M,0,1,0,0,0,0,0
48059,24,011,14,2022,M,0,1,0,0,0,0,0
48060,17,006,14,2022,M,0,1,0,0,0,0,0
48061,17,007,14,2022,F,0,1,0,0,0,0,0
48062,42,001,14,2022,M,0,1,0,0,0,0,0
48063,23,008,14,2022,M,1,0,0,0,0,0,0
48064,7,004,14,2022,M,0,1,0,0,0,0,0
48065,29,015,14,2022,F,0,1,0,0,0,0,0
48066,29,015,14,2022,F,0,1,0,0,0,0,0
48067,7,004,14,2022,M,0,1,0,0,0,0,0
48068,37,011,14,2022,F,0,0,1,0,0,0,0
