,ward,district,date_day,date_year,charge_1_type,race_BLACK,race_WHITE HISPANIC,race_BLACK HISPANIC,race_WHITE,race_ASIAN / PACIFIC ISLANDER,race_UNKNOWN / REFUSED,race_AMER INDIAN / ALASKAN NATIVE
57610,15,009,13,2020,M,0,1,0,0,0,0,0
57611,37,011,13,2020,F,0,0,0,1,0,0,0
57612,11,009,13,2020,F,1,0,0,0,0,0,0
57613,11,009,13,2020,O,1,0,0,0,0,0,0
57614,6,006,13,2020,M,1,0,0,0,0,0,0
57615,27,011,13,2020,F,1,0,0,0,0,0,0
57616,6,006,13,2020,M,1,0,0,0,0,0,0
57617,21,006,13,2020,M,1,0,0,0,0,0,0
57618,28,011,13,2020,M,1,0,0,0,0,0,0
57619,9,005,14,2022,M,1,0,0,0,0,0,0
57620,29,025,13,2020,F,1,0,0,0,0,0,0
57621,27,011,13,2020,F,1,0,0,0,0,0,0
57622,36,025,13,2020,M,0,1,0,0,0,0,0
57623,37,011,13,2020,M,1,0,0,0,0,0,0
57624,21,022,13,2020,F,1,0,0,0,0,0,0
57625,24,011,1,2014,M,1,0,0,0,0,0,0
57626,12,009,1,2014,M,0,1,0,0,0,0,0
57627,16,007,13,2020,F,1,0,0,0,0,0,0
57628,37,011,13,2020,F,1,0,0,0,0,0,0
57629,42,001,13,2020,F,1,0,0,0,0,0,0
57630,28,011,13,2020,M,1,0,0,0,0,0,0
57631,9,005,13,2020,M,1,0,0,0,0,0,0
57632,1,014,13,2020,M,0,0,1,0,0,0,0
57633,21,022,13,2020,M,1,0,0,0,0,0,0
57634,42,001,13,2020,F,1,0,0,0,0,0,0
57635,20,002,13,2020,M,1,0,0,0,0,0,0
57636,44,019,13,2020,M,1,0,0,0,0,0,0
57637,28,011,13,2020,F,1,0,0,0,0,0,0
57638,15,009,13,2020,M,1,0,0,0,0,0,0
57639,6,006,13,2020,M,1,0,0,0,0,0,0
57640,36,025,13,2020,F,0,1,0,0,0,0,0
57641,9,005,13,2020,F,1,0,0,0,0,0,0
57642,17,008,13,2020,M,1,0,0,0,0,0,0
57643,13,008,13,2020,M,0,1,0,0,0,0,0
57644,9,005,13,2020,F,1,0,0,0,0,0,0
57645,6,003,13,2020,M,1,0,0,0,0,0,0
57646,6,006,13,2020,M,1,0,0,0,0,0,0
57647,37,015,13,2020,F,1,0,0,0,0,0,0
57648,4,001,6,2022,M,1,0,0,0,0,0,0
57649,6,007,6,2022,M,1,0,0,0,0,0,0
57650,8,006,30,2020,F,1,0,0,0,0,0,0
57651,21,022,14,2020,M,1,0,0,0,0,0,0
57652,3,001,14,2020,F,1,0,0,0,0,0,0
57653,15,007,14,2020,F,1,0,0,0,0,0,0
57654,37,011,14,2020,F,1,0,0,0,0,0,0
57655,37,015,14,2020,F,1,0,0,0,0,0,0
57656,21,006,14,2020,F,1,0,0,0,0,0,0
57657,27,012,14,2020,F,1,0,0,0,0,0,0
57658,27,012,14,2020,M,1,0,0,0,0,0,0
57659,1,014,14,2020,M,1,0,0,0,0,0,0
57660,37,015,14,2020,F,1,0,0,0,0,0,0
57661,9,005,14,2020,F,1,0,0,0,0,0,0
57662,28,011,14,2020,F,1,0,0,0,0,0,0
57663,5,003,14,2020,M,1,0,0,0,0,0,0
57664,41,016,14,2020,F,0,1,0,0,0,0,0
57665,24,010,14,2020,F,1,0,0,0,0,0,0
57666,28,015,14,2020,M,1,0,0,0,0,0,0
57667,9,005,14,2020,M,1,0,0,0,0,0,0
57668,28,011,14,2020,F,1,0,0,0,0,0,0
57669,37,025,14,2020,F,1,0,0,0,0,0,0
57670,19,022,14,2020,F,0,0,0,1,0,0,0
57671,14,008,14,2020,F,0,1,0,0,0,0,0
57672,20,003,14,2020,M,0,1,0,0,0,0,0
57673,30,025,14,2020,F,0,1,0,0,0,0,0
57674,27,011,14,2020,F,1,0,0,0,0,0,0
57675,27,011,14,2020,F,1,0,0,0,0,0,0
57676,29,015,14,2020,M,1,0,0,0,0,0,0
57677,6,007,14,2020,M,1,0,0,0,0,0,0
57678,7,004,14,2020,M,1,0,0,0,0,0,0
57679,16,008,14,2020,M,1,0,0,0,0,0,0
57680,37,025,14,2020,F,1,0,0,0,0,0,0
57681,10,004,14,2020,M,1,0,0,0,0,0,0
57682,6,006,14,2020,F,1,0,0,0,0,0,0
57683,27,011,14,2020,F,0,0,0,1,0,0,0
57684,42,018,14,2020,F,1,0,0,0,0,0,0
57685,24,010,14,2020,F,1,0,0,0,0,0,0
57686,16,007,14,2020,F,1,0,0,0,0,0,0
57687,28,011,14,2020,F,1,0,0,0,0,0,0
57688,4,002,14,2020,F,1,0,0,0,0,0,0
57689,4,002,14,2020,F,1,0,0,0,0,0,0
57690,21,022,14,2020,M,1,0,0,0,0,0,0
57691,21,006,14,2020,F,1,0,0,0,0,0,0
57692,41,016,14,2020,M,1,0,0,0,0,0,0
57693,24,010,14,2020,F,1,0,0,0,0,0,0
57694,24,011,14,2020,F,1,0,0,0,0,0,0
57695,42,001,14,2020,M,0,0,0,1,0,0,0
57696,24,010,14,2020,M,1,0,0,0,0,0,0
57697,39,017,14,2020,M,0,0,0,1,0,0,0
57698,37,015,14,2020,F,1,0,0,0,0,0,0
57699,37,015,14,2020,F,1,0,0,0,0,0,0
57700,15,007,14,2020,F,1,0,0,0,0,0,0
57701,27,018,14,2020,F,1,0,0,0,0,0,0
57702,28,015,14,2020,F,1,0,0,0,0,0,0
57703,24,011,14,2020,F,1,0,0,0,0,0,0
57704,36,025,14,2020,F,0,1,0,0,0,0,0
57705,27,011,14,2020,M,1,0,0,0,0,0,0
57706,16,007,14,2020,M,1,0,0,0,0,0,0
57707,24,010,2,2014,M,1,0,0,0,0,0,0
57708,10,004,2,2014,M,1,0,0,0,0,0,0
57709,34,022,14,2020,F,1,0,0,0,0,0,0
57710,21,022,14,2020,F,1,0,0,0,0,0,0
57711,16,007,14,2020,F,1,0,0,0,0,0,0
57712,3,001,14,2020,M,1,0,0,0,0,0,0
57713,3,001,14,2020,M,1,0,0,0,0,0,0
57714,21,006,14,2020,F,0,1,0,0,0,0,0
57715,28,011,14,2020,F,1,0,0,0,0,0,0
57716,28,011,14,2020,F,1,0,0,0,0,0,0
57717,16,007,14,2020,F,1,0,0,0,0,0,0
57718,37,011,14,2020,F,1,0,0,0,0,0,0
57719,6,007,14,2020,F,1,0,0,0,0,0,0
57720,40,020,14,2020,M,0,0,0,0,1,0,0
57721,27,011,14,2020,M,1,0,0,0,0,0,0
57722,45,016,14,2020,M,0,1,0,0,0,0,0
57723,17,007,14,2020,F,1,0,0,0,0,0,0
57724,3,002,14,2020,F,1,0,0,0,0,0,0
57725,5,003,14,2020,F,1,0,0,0,0,0,0
57726,9,005,14,2020,F,1,0,0,0,0,0,0
57727,28,011,14,2020,F,1,0,0,0,0,0,0
57728,9,006,14,2020,F,1,0,0,0,0,0,0
57729,50,024,14,2020,M,1,0,0,0,0,0,0
57730,20,003,14,2020,F,1,0,0,0,0,0,0
57731,5,003,14,2020,M,1,0,0,0,0,0,0
57732,24,010,14,2020,F,1,0,0,0,0,0,0
57733,6,006,14,2020,M,1,0,0,0,0,0,0
57734,2,018,14,2020,F,1,0,0,0,0,0,0
57735,27,011,14,2020,F,1,0,0,0,0,0,0
57736,19,022,14,2020,M,1,0,0,0,0,0,0
57737,48,020,14,2020,F,1,0,0,0,0,0,0
57738,27,011,14,2020,F,1,0,0,0,0,0,0
57739,8,006,14,2020,F,1,0,0,0,0,0,0
57740,16,009,14,2020,F,0,1,0,0,0,0,0
57741,21,006,14,2020,F,1,0,0,0,0,0,0
57742,17,006,14,2020,M,1,0,0,0,0,0,0
57743,3,001,14,2020,M,1,0,0,0,0,0,0
57744,1,014,14,2020,M,1,0,0,0,0,0,0
57745,20,009,14,2020,M,0,0,0,1,0,0,0
57746,27,011,14,2020,M,1,0,0,0,0,0,0
57747,49,024,14,2020,F,0,1,0,0,0,0,0
57748,19,022,14,2020,F,0,1,0,0,0,0,0
57749,30,025,15,2020,F,0,0,0,1,0,0,0
57750,42,018,2,2014,M,1,0,0,0,0,0,0
57751,34,005,2,2014,M,1,0,0,0,0,0,0
57752,28,012,31,2020,M,1,0,0,0,0,0,0
57753,21,006,3,2014,M,1,0,0,0,0,0,0
57754,21,006,3,2014,M,1,0,0,0,0,0,0
57755,45,016,3,2014,M,0,0,0,1,0,0,0
57756,24,011,15,2020,M,1,0,0,0,0,0,0
57757,36,025,15,2020,F,1,0,0,0,0,0,0
57758,36,025,15,2020,F,1,0,0,0,0,0,0
57759,36,025,15,2020,F,1,0,0,0,0,0,0
57760,36,025,15,2020,F,1,0,0,0,0,0,0
57761,17,006,3,2014,M,1,0,0,0,0,0,0
57762,28,010,3,2014,M,0,1,0,0,0,0,0
57763,30,025,15,2020,F,0,1,0,0,0,0,0
57764,22,010,15,2020,M,0,1,0,0,0,0,0
57765,13,008,15,2020,M,0,0,0,1,0,0,0
57766,25,012,15,2020,F,0,0,0,1,0,0,0
57767,20,003,15,2020,M,1,0,0,0,0,0,0
57768,26,025,15,2020,M,1,0,0,0,0,0,0
57769,40,024,15,2020,M,0,0,0,1,0,0,0
57770,29,015,15,2020,F,1,0,0,0,0,0,0
57771,37,015,15,2020,F,1,0,0,0,0,0,0
57772,41,016,15,2020,F,0,1,0,0,0,0,0
57773,41,016,3,2014,F,0,0,0,1,0,0,0
57774,12,009,15,2020,O,0,0,0,1,0,0,0
57775,17,007,15,2020,F,1,0,0,0,0,0,0
57776,48,020,15,2020,M,0,1,0,0,0,0,0
57777,42,018,15,2020,M,1,0,0,0,0,0,0
57778,25,012,15,2020,M,1,0,0,0,0,0,0
57779,25,012,15,2020,M,1,0,0,0,0,0,0
57780,29,025,15,2020,F,1,0,0,0,0,0,0
57781,6,006,15,2020,F,1,0,0,0,0,0,0
57782,42,018,15,2020,M,1,0,0,0,0,0,0
57783,6,007,15,2020,F,1,0,0,0,0,0,0
57784,6,006,15,2020,M,1,0,0,0,0,0,0
57785,9,022,15,2020,M,1,0,0,0,0,0,0
57786,12,009,15,2020,M,0,1,0,0,0,0,0
57787,37,015,15,2020,F,1,0,0,0,0,0,0
57788,11,009,15,2020,M,1,0,0,0,0,0,0
57789,24,010,15,2020,M,1,0,0,0,0,0,0
57790,24,010,15,2020,M,1,0,0,0,0,0,0
57791,27,011,15,2020,M,1,0,0,0,0,0,0
57792,42,018,15,2020,F,1,0,0,0,0,0,0
57793,33,017,15,2020,M,0,0,0,0,1,0,0
57794,24,010,15,2020,M,1,0,0,0,0,0,0
57795,6,003,15,2020,F,1,0,0,0,0,0,0
57796,42,018,15,2020,F,1,0,0,0,0,0,0
57797,17,006,15,2020,F,1,0,0,0,0,0,0
57798,17,007,3,2014,M,1,0,0,0,0,0,0
57799,17,007,3,2014,M,1,0,0,0,0,0,0
57800,17,007,3,2014,M,1,0,0,0,0,0,0
57801,15,008,3,2014,M,1,0,0,0,0,0,0
57802,15,008,3,2014,M,1,0,0,0,0,0,0
57803,15,008,3,2014,M,1,0,0,0,0,0,0
57804,6,007,15,2020,F,1,0,0,0,0,0,0
57805,16,007,15,2020,F,1,0,0,0,0,0,0
57806,15,009,15,2020,M,0,1,0,0,0,0,0
57807,3,001,15,2020,O,0,0,0,1,0,0,0
57808,6,007,15,2020,M,1,0,0,0,0,0,0
57809,27,012,15,2020,F,1,0,0,0,0,0,0
57810,50,024,15,2020,M,0,0,0,0,1,0,0
57811,41,016,15,2020,M,0,0,0,1,0,0,0
57812,42,001,15,2020,F,0,1,0,0,0,0,0
57813,8,006,15,2020,M,1,0,0,0,0,0,0
57814,6,006,15,2020,M,1,0,0,0,0,0,0
57815,9,005,15,2020,M,1,0,0,0,0,0,0
57816,6,006,15,2020,M,1,0,0,0,0,0,0
57817,17,006,15,2020,M,1,0,0,0,0,0,0
57818,27,018,15,2020,F,1,0,0,0,0,0,0
57819,39,016,15,2020,F,0,1,0,0,0,0,0
57820,25,012,15,2020,M,1,0,0,0,0,0,0
57821,22,010,15,2020,M,0,1,0,0,0,0,0
57822,27,012,15,2020,M,1,0,0,0,0,0,0
57823,37,025,15,2020,M,1,0,0,0,0,0,0
57824,41,016,15,2020,M,1,0,0,0,0,0,0
57825,17,006,15,2020,M,1,0,0,0,0,0,0
57826,5,003,15,2020,F,1,0,0,0,0,0,0
57827,9,005,15,2020,M,1,0,0,0,0,0,0
57828,30,025,15,2020,F,0,1,0,0,0,0,0
57829,42,001,15,2020,F,1,0,0,0,0,0,0
57830,36,025,15,2020,M,0,1,0,0,0,0,0
57831,34,005,15,2020,F,0,1,0,0,0,0,0
57832,14,008,15,2020,M,0,1,0,0,0,0,0
57833,27,011,15,2020,F,1,0,0,0,0,0,0
57834,7,004,15,2020,M,1,0,0,0,0,0,0
57835,24,010,15,2020,O,1,0,0,0,0,0,0
57836,5,003,15,2020,F,1,0,0,0,0,0,0
57837,20,002,15,2020,M,1,0,0,0,0,0,0
57838,14,009,15,2020,F,0,1,0,0,0,0,0
57839,8,004,15,2020,M,1,0,0,0,0,0,0
57840,10,004,15,2020,M,0,1,0,0,0,0,0
57841,24,010,15,2020,F,1,0,0,0,0,0,0
57842,24,010,15,2020,M,1,0,0,0,0,0,0
57843,15,007,15,2020,F,1,0,0,0,0,0,0
57844,47,019,15,2020,M,1,0,0,0,0,0,0
57845,28,015,15,2020,M,1,0,0,0,0,0,0
57846,37,011,15,2020,F,1,0,0,0,0,0,0
57847,42,001,15,2020,F,1,0,0,0,0,0,0
57848,6,006,15,2020,M,1,0,0,0,0,0,0
57849,50,024,15,2020,M,1,0,0,0,0,0,0
57850,28,011,3,2014,F,1,0,0,0,0,0,0
57851,26,025,5,2022,O,0,1,0,0,0,0,0
57852,37,015,16,2020,M,1,0,0,0,0,0,0
57853,27,011,16,2020,M,1,0,0,0,0,0,0
57854,30,025,1,2021,F,0,1,0,0,0,0,0
57855,24,010,16,2020,O,1,0,0,0,0,0,0
57856,24,010,16,2020,F,1,0,0,0,0,0,0
57857,5,003,4,2014,M,1,0,0,0,0,0,0
57858,5,003,11,2014,M,1,0,0,0,0,0,0
57859,20,003,4,2014,M,1,0,0,0,0,0,0
57860,15,007,4,2014,F,1,0,0,0,0,0,0
57861,29,025,4,2014,F,1,0,0,0,0,0,0
57862,29,025,4,2014,F,1,0,0,0,0,0,0
57863,29,015,14,2021,F,1,0,0,0,0,0,0
57864,12,010,16,2020,F,0,1,0,0,0,0,0
57865,31,025,16,2020,M,0,1,0,0,0,0,0
57866,9,005,16,2020,M,1,0,0,0,0,0,0
57867,21,006,16,2020,F,1,0,0,0,0,0,0
57868,42,018,16,2020,F,1,0,0,0,0,0,0
57869,42,018,16,2020,F,1,0,0,0,0,0,0
57870,29,015,16,2020,F,1,0,0,0,0,0,0
57871,37,015,16,2020,M,1,0,0,0,0,0,0
57872,27,011,16,2020,M,1,0,0,0,0,0,0
57873,27,011,16,2020,M,1,0,0,0,0,0,0
57874,4,001,16,2020,F,1,0,0,0,0,0,0
57875,27,011,16,2020,F,1,0,0,0,0,0,0
57876,4,002,16,2020,F,1,0,0,0,0,0,0
57877,7,004,16,2020,F,1,0,0,0,0,0,0
57878,8,004,16,2020,M,1,0,0,0,0,0,0
57879,46,019,16,2020,M,1,0,0,0,0,0,0
57880,1,014,16,2020,F,0,1,0,0,0,0,0
57881,28,012,16,2020,F,1,0,0,0,0,0,0
57882,28,012,16,2020,F,1,0,0,0,0,0,0
57883,28,012,10,2021,O,1,0,0,0,0,0,0
57884,8,006,16,2020,F,1,0,0,0,0,0,0
57885,5,003,16,2020,M,1,0,0,0,0,0,0
57886,18,006,16,2020,F,1,0,0,0,0,0,0
57887,21,006,16,2020,F,1,0,0,0,0,0,0
57888,2,018,16,2020,M,1,0,0,0,0,0,0
57889,17,007,16,2020,F,1,0,0,0,0,0,0
57890,12,009,16,2020,M,0,1,0,0,0,0,0
57891,45,016,16,2020,M,1,0,0,0,0,0,0
57892,28,015,16,2020,F,1,0,0,0,0,0,0
57893,1,014,16,2020,F,0,0,1,0,0,0,0
57894,3,002,16,2020,M,1,0,0,0,0,0,0
57895,3,002,16,2020,F,1,0,0,0,0,0,0
57896,16,009,16,2020,F,0,1,0,0,0,0,0
57897,9,005,16,2020,M,1,0,0,0,0,0,0
57898,1,014,16,2020,F,0,1,0,0,0,0,0
57899,45,016,16,2020,M,0,0,0,1,0,0,0
57900,24,011,16,2020,M,1,0,0,0,0,0,0
57901,26,025,16,2020,F,1,0,0,0,0,0,0
57902,26,014,16,2020,M,0,0,1,0,0,0,0
57903,28,015,16,2020,M,1,0,0,0,0,0,0
57904,37,011,16,2020,F,0,0,1,0,0,0,0
57905,7,004,16,2020,M,1,0,0,0,0,0,0
57906,1,014,16,2020,F,0,0,0,1,0,0,0
57907,27,012,16,2020,M,0,0,0,1,0,0,0
57908,17,007,16,2020,M,1,0,0,0,0,0,0
57909,25,012,16,2020,M,0,1,0,0,0,0,0
57910,37,011,16,2020,F,1,0,0,0,0,0,0
57911,9,005,16,2020,M,1,0,0,0,0,0,0
57912,42,018,16,2020,F,1,0,0,0,0,0,0
57913,17,006,16,2020,M,1,0,0,0,0,0,0
57914,2,018,16,2020,F,1,0,0,0,0,0,0
57915,27,011,16,2020,F,1,0,0,0,0,0,0
57916,16,007,16,2020,M,1,0,0,0,0,0,0
57917,8,004,16,2020,M,1,0,0,0,0,0,0
57918,47,019,16,2020,M,1,0,0,0,0,0,0
57919,24,010,16,2020,M,0,1,0,0,0,0,0
57920,27,018,16,2020,M,1,0,0,0,0,0,0
57921,25,010,16,2020,M,0,1,0,0,0,0,0
57922,34,005,16,2020,M,1,0,0,0,0,0,0
57923,24,010,16,2020,M,1,0,0,0,0,0,0
57924,21,022,16,2020,F,1,0,0,0,0,0,0
57925,21,022,16,2020,M,1,0,0,0,0,0,0
57926,26,012,16,2020,F,1,0,0,0,0,0,0
57927,26,012,16,2020,F,1,0,0,0,0,0,0
57928,44,019,16,2020,M,1,0,0,0,0,0,0
57929,44,019,16,2020,M,0,0,0,1,0,0,0
57930,6,006,16,2020,F,1,0,0,0,0,0,0
57931,37,025,16,2020,M,1,0,0,0,0,0,0
57932,49,024,16,2020,F,1,0,0,0,0,0,0
57933,37,025,16,2020,F,1,0,0,0,0,0,0
57934,37,025,16,2020,F,0,1,0,0,0,0,0
57935,24,010,16,2020,F,1,0,0,0,0,0,0
57936,17,008,16,2020,F,1,0,0,0,0,0,0
57937,12,010,16,2020,F,0,1,0,0,0,0,0
57938,27,011,16,2020,F,1,0,0,0,0,0,0
57939,28,011,16,2020,M,1,0,0,0,0,0,0
57940,3,009,16,2020,F,1,0,0,0,0,0,0
57941,42,001,16,2020,M,1,0,0,0,0,0,0
57942,12,009,16,2020,M,0,0,0,1,0,0,0
57943,44,019,16,2020,M,0,0,0,1,0,0,0
57944,20,003,16,2020,M,1,0,0,0,0,0,0
57945,29,015,16,2020,M,1,0,0,0,0,0,0
57946,42,018,16,2020,M,1,0,0,0,0,0,0
57947,26,012,16,2020,M,1,0,0,0,0,0,0
57948,28,011,16,2020,F,1,0,0,0,0,0,0
57949,17,006,16,2020,M,0,0,0,1,0,0,0
57950,42,001,16,2020,M,1,0,0,0,0,0,0
57951,27,012,16,2020,M,1,0,0,0,0,0,0
57952,41,016,16,2020,M,0,0,0,1,0,0,0
57953,26,025,16,2020,F,0,1,0,0,0,0,0
57954,37,011,16,2020,F,1,0,0,0,0,0,0
57955,13,008,16,2020,M,0,1,0,0,0,0,0
57956,29,015,16,2020,M,1,0,0,0,0,0,0
57957,6,007,16,2020,F,1,0,0,0,0,0,0
57958,19,022,16,2020,M,1,0,0,0,0,0,0
57959,6,007,16,2020,F,1,0,0,0,0,0,0
57960,25,001,16,2020,M,1,0,0,0,0,0,0
57961,9,005,16,2020,M,1,0,0,0,0,0,0
57962,22,010,16,2020,F,0,0,0,1,0,0,0
57963,9,005,16,2020,M,1,0,0,0,0,0,0
57964,17,006,16,2020,M,1,0,0,0,0,0,0
57965,29,015,16,2020,O,1,0,0,0,0,0,0
57966,42,018,16,2020,F,1,0,0,0,0,0,0
57967,41,016,16,2020,M,1,0,0,0,0,0,0
57968,12,009,16,2020,F,0,0,0,1,0,0,0
57969,27,011,16,2020,M,1,0,0,0,0,0,0
57970,27,014,16,2020,M,1,0,0,0,0,0,0
57971,5,003,16,2020,F,1,0,0,0,0,0,0
57972,3,001,16,2020,F,1,0,0,0,0,0,0
57973,28,011,1,2021,M,1,0,0,0,0,0,0
57974,50,024,1,2021,F,1,0,0,0,0,0,0
57975,30,025,1,2021,F,0,1,0,0,0,0,0
57976,7,004,1,2021,M,1,0,0,0,0,0,0
57977,42,018,1,2021,F,1,0,0,0,0,0,0
57978,22,008,1,2021,F,0,1,0,0,0,0,0
57979,20,003,1,2021,F,1,0,0,0,0,0,0
57980,17,007,1,2021,F,1,0,0,0,0,0,0
57981,17,007,1,2021,F,1,0,0,0,0,0,0
57982,49,024,1,2021,M,1,0,0,0,0,0,0
57983,3,001,1,2021,F,1,0,0,0,0,0,0
57984,6,007,1,2021,F,1,0,0,0,0,0,0
57985,14,008,17,2020,M,0,1,0,0,0,0,0
57986,34,005,1,2021,M,1,0,0,0,0,0,0
57987,21,022,1,2021,M,1,0,0,0,0,0,0
57988,32,014,1,2021,M,1,0,0,0,0,0,0
57989,6,006,1,2021,F,1,0,0,0,0,0,0
57990,6,006,1,2021,F,1,0,0,0,0,0,0
57991,37,025,1,2021,F,1,0,0,0,0,0,0
57992,21,006,1,2021,F,0,1,0,0,0,0,0
57993,21,022,1,2021,F,1,0,0,0,0,0,0
57994,3,002,1,2021,M,1,0,0,0,0,0,0
57995,6,006,1,2021,M,1,0,0,0,0,0,0
57996,7,004,1,2021,M,1,0,0,0,0,0,0
57997,17,007,1,2021,F,1,0,0,0,0,0,0
57998,28,011,1,2021,F,1,0,0,0,0,0,0
57999,2,018,1,2021,M,0,1,0,0,0,0,0
58000,42,018,1,2021,F,1,0,0,0,0,0,0
58001,16,008,1,2021,F,1,0,0,0,0,0,0
58002,24,011,1,2021,F,1,0,0,0,0,0,0
58003,43,019,1,2021,F,1,0,0,0,0,0,0
58004,43,019,1,2021,F,1,0,0,0,0,0,0
58005,15,009,1,2021,M,0,1,0,0,0,0,0
58006,6,007,1,2021,M,1,0,0,0,0,0,0
58007,6,007,1,2021,F,1,0,0,0,0,0,0
58008,17,007,1,2021,M,1,0,0,0,0,0,0
58009,21,006,1,2021,M,1,0,0,0,0,0,0
58010,34,005,1,2021,F,1,0,0,0,0,0,0
58011,17,006,1,2021,M,1,0,0,0,0,0,0
58012,49,024,1,2021,M,1,0,0,0,0,0,0
58013,16,009,1,2021,M,1,0,0,0,0,0,0
58014,28,011,1,2021,F,1,0,0,0,0,0,0
58015,27,025,1,2021,F,0,1,0,0,0,0,0
58016,12,010,1,2021,M,0,1,0,0,0,0,0
58017,29,015,1,2021,M,0,1,0,0,0,0,0
58018,24,010,1,2021,F,1,0,0,0,0,0,0
58019,9,005,1,2021,M,1,0,0,0,0,0,0
58020,41,016,1,2021,M,0,0,0,1,0,0,0
58021,17,007,1,2021,M,0,1,0,0,0,0,0
58022,25,012,1,2021,M,1,0,0,0,0,0,0
58023,8,004,1,2021,F,1,0,0,0,0,0,0
58024,25,012,1,2021,M,1,0,0,0,0,0,0
58025,36,025,1,2021,F,0,1,0,0,0,0,0
58026,34,005,1,2021,M,1,0,0,0,0,0,0
58027,37,025,1,2021,F,1,0,0,0,0,0,0
58028,25,001,1,2021,M,0,0,0,0,1,0,0
58029,24,010,1,2021,M,1,0,0,0,0,0,0
58030,28,015,1,2021,F,1,0,0,0,0,0,0
58031,24,011,1,2021,F,1,0,0,0,0,0,0
58032,25,012,1,2021,M,1,0,0,0,0,0,0
58033,29,015,1,2021,F,1,0,0,0,0,0,0
58034,29,015,1,2021,F,1,0,0,0,0,0,0
58035,8,004,1,2021,F,1,0,0,0,0,0,0
58036,5,003,1,2021,F,1,0,0,0,0,0,0
58037,26,012,1,2021,M,0,1,0,0,0,0,0
58038,3,009,1,2021,M,1,0,0,0,0,0,0
58039,42,018,1,2021,F,0,1,0,0,0,0,0
58040,42,018,1,2021,M,1,0,0,0,0,0,0
58041,36,025,1,2021,M,0,1,0,0,0,0,0
58042,16,007,1,2021,F,1,0,0,0,0,0,0
58043,16,007,1,2021,F,1,0,0,0,0,0,0
58044,16,007,1,2021,F,1,0,0,0,0,0,0
58045,3,001,1,2021,M,1,0,0,0,0,0,0
58046,31,025,1,2021,F,0,0,0,1,0,0,0
58047,21,006,1,2021,M,1,0,0,0,0,0,0
58048,34,005,1,2021,F,1,0,0,0,0,0,0
58049,37,015,1,2021,M,1,0,0,0,0,0,0
58050,37,011,1,2021,F,1,0,0,0,0,0,0
58051,8,004,1,2021,F,1,0,0,0,0,0,0
58052,37,015,1,2021,F,1,0,0,0,0,0,0
58053,16,007,1,2021,M,1,0,0,0,0,0,0
58054,28,011,1,2021,F,1,0,0,0,0,0,0
58055,24,011,1,2021,F,1,0,0,0,0,0,0
58056,6,007,1,2021,M,1,0,0,0,0,0,0
58057,6,006,1,2021,M,1,0,0,0,0,0,0
58058,3,002,1,2021,M,1,0,0,0,0,0,0
58059,10,005,18,2020,M,1,0,0,0,0,0,0
58060,42,018,1,2021,F,1,0,0,0,0,0,0
58061,8,004,1,2021,F,1,0,0,0,0,0,0
58062,49,024,1,2021,M,0,0,0,1,0,0,0
58063,1,014,1,2021,M,1,0,0,0,0,0,0
58064,20,003,1,2021,M,1,0,0,0,0,0,0
58065,38,016,1,2021,M,0,1,0,0,0,0,0
58066,28,011,1,2021,F,1,0,0,0,0,0,0
58067,4,002,1,2021,M,1,0,0,0,0,0,0
58068,4,002,1,2021,M,1,0,0,0,0,0,0
58069,24,010,1,2021,F,1,0,0,0,0,0,0
58070,44,019,1,2021,M,0,1,0,0,0,0,0
58071,42,018,1,2021,F,1,0,0,0,0,0,0
58072,27,011,1,2021,M,1,0,0,0,0,0,0
58073,4,001,2,2021,M,1,0,0,0,0,0,0
58074,4,001,2,2021,M,1,0,0,0,0,0,0
58075,4,001,2,2021,M,1,0,0,0,0,0,0
58076,4,001,2,2021,M,1,0,0,0,0,0,0
58077,26,014,23,2022,M,1,0,0,0,0,0,0
58078,7,004,18,2020,M,1,0,0,0,0,0,0
58079,37,011,18,2020,M,1,0,0,0,0,0,0
58080,46,019,18,2020,M,0,0,0,1,0,0,0
58081,42,001,17,2020,F,1,0,0,0,0,0,0
58082,42,001,17,2020,M,1,0,0,0,0,0,0
58083,1,014,18,2020,M,1,0,0,0,0,0,0
58084,10,004,18,2020,M,1,0,0,0,0,0,0
58085,17,007,18,2020,F,1,0,0,0,0,0,0
58086,49,024,18,2020,M,1,0,0,0,0,0,0
58087,37,011,18,2020,M,1,0,0,0,0,0,0
58088,4,001,18,2020,M,1,0,0,0,0,0,0
58089,9,005,17,2020,M,1,0,0,0,0,0,0
58090,9,005,17,2020,M,1,0,0,0,0,0,0
58091,9,005,17,2020,M,0,0,0,1,0,0,0
58092,14,008,17,2020,F,0,1,0,0,0,0,0
58093,2,018,17,2020,M,0,0,0,1,0,0,0
58094,34,005,17,2020,M,1,0,0,0,0,0,0
58095,23,008,18,2020,M,0,1,0,0,0,0,0
58096,31,025,17,2020,M,0,1,0,0,0,0,0
58097,27,012,17,2020,F,1,0,0,0,0,0,0
58098,21,006,18,2020,F,1,0,0,0,0,0,0
58099,24,010,17,2020,F,1,0,0,0,0,0,0
58100,28,012,18,2020,F,1,0,0,0,0,0,0
58101,20,009,18,2020,M,1,0,0,0,0,0,0
58102,20,009,18,2020,M,0,0,0,1,0,0,0
58103,25,012,18,2020,M,1,0,0,0,0,0,0
58104,28,011,17,2020,F,1,0,0,0,0,0,0
